date,department,team,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,productivity_indicator
1/3/2015,0,11,0.75,2.9,5640,0,0.0,0,0,17.0,0.987880435,True,False,False,False,False,False,True,False,False,False,False,0.237880435
1/3/2015,0,9,0.8,4.15,960,0,0.0,0,0,8.0,0.956270833,True,False,False,False,False,False,True,False,False,False,False,0.156270833
1/3/2015,0,3,0.75,3.94,1560,0,0.0,0,0,8.0,0.945277778,True,False,False,False,False,False,True,False,False,False,False,0.195277778
1/3/2015,0,1,0.8,3.94,960,0,0.0,0,0,8.0,0.902916667,True,False,False,False,False,False,True,False,False,False,False,0.1029166669999999
1/3/2015,1,1,0.8,28.08,6300,50,0.0,0,0,56.5,0.800725314,True,False,False,False,False,False,True,False,False,False,False,0.0007253139999999769
1/3/2015,1,3,0.8,28.08,6540,50,0.0,0,0,54.5,0.800322936,True,False,False,False,False,False,True,False,False,False,False,0.0003229359999999959
1/3/2015,1,8,0.8,26.16,7080,50,0.0,0,0,59.0,0.800318644,True,False,False,False,False,False,True,False,False,False,False,0.00031864399999992354
1/3/2015,1,12,0.8,26.16,7080,63,0.0,0,0,59.0,0.800318644,True,False,False,False,False,False,True,False,False,False,False,0.00031864399999992354
1/3/2015,1,11,0.8,11.61,7080,50,0.0,0,0,29.5,0.800237288,True,False,False,False,False,False,True,False,False,False,False,0.00023728800000000216
1/3/2015,1,5,0.8,11.61,7080,50,0.0,0,0,31.5,0.800148649,True,False,False,False,False,False,True,False,False,False,False,0.0001486490000000007
1/3/2015,1,6,0.8,25.9,6720,50,0.0,0,0,56.0,0.800125,True,False,False,False,False,False,True,False,False,False,False,0.00012499999999993072
1/3/2015,1,7,0.8,25.9,6720,38,0.0,0,0,56.0,0.800125,True,False,False,False,False,False,True,False,False,False,False,0.00012499999999993072
1/3/2015,1,10,0.75,19.31,6480,56,0.0,0,0,54.0,0.787299691,True,False,False,False,False,False,True,False,False,False,False,0.03729969099999997
1/3/2015,0,2,0.8,4.15,960,0,0.0,0,0,8.0,0.782447917,True,False,False,False,False,False,True,False,False,False,False,-0.017552082999999996
1/3/2015,1,2,0.75,19.87,6600,45,0.0,0,0,55.0,0.75024303,True,False,False,False,False,False,True,False,False,False,False,0.00024303000000003294
1/3/2015,0,10,0.7,4.15,960,0,0.0,0,0,8.0,0.7018125,True,False,False,False,False,False,True,False,False,False,False,0.0018124999999999947
1/3/2015,1,4,0.7,23.69,13800,0,0.0,0,0,60.0,0.700134038,True,False,False,False,False,False,True,False,False,False,False,0.000134038000000003
1/3/2015,1,9,0.7,28.08,6900,40,0.0,0,0,57.5,0.699965217,True,False,False,False,False,False,True,False,False,False,False,-3.478299999992718e-05
1/3/2015,0,8,0.8,2.9,960,0,0.0,0,0,8.0,0.628333333,True,False,False,False,False,False,True,False,False,False,False,-0.171666667
1/3/2015,0,7,0.8,3.94,960,0,0.0,0,0,8.0,0.6253125,True,False,False,False,False,False,True,False,False,False,False,-0.1746875
1/4/2015,0,3,0.75,4.15,1560,0,0.0,0,0,8.0,0.991388889,True,False,False,False,False,False,False,True,False,False,False,0.241388889
1/4/2015,0,9,0.8,3.94,960,0,0.0,0,0,8.0,0.931645833,True,False,False,False,False,False,False,True,False,False,False,0.131645833
1/4/2015,0,1,0.8,3.94,960,0,0.0,0,0,8.0,0.915229167,True,False,False,False,False,False,False,True,False,False,False,0.11522916699999997
1/4/2015,1,6,0.8,11.61,6975,50,0.0,0,0,31.0,0.879714482,True,False,False,False,False,False,False,True,False,False,False,0.07971448199999998
1/4/2015,0,4,0.8,3.94,6600,0,0.0,0,0,20.0,0.861679012,True,False,False,False,False,False,False,True,False,False,False,0.06167901199999992
1/4/2015,1,9,0.8,26.16,7080,60,0.0,0,0,59.0,0.850569492,True,False,False,False,False,False,False,True,False,False,False,0.05056949199999994
1/4/2015,1,7,0.8,25.9,7020,60,0.0,0,0,56.5,0.850436438,True,False,False,False,False,False,False,True,False,False,False,0.05043643799999997
1/4/2015,1,8,0.8,25.9,6780,45,0.0,0,0,56.5,0.850345133,True,False,False,False,False,False,False,True,False,False,False,0.050345132999999986
1/4/2015,1,4,0.8,28.08,4260,50,0.0,0,0,55.5,0.800598058,True,False,False,False,False,False,False,True,False,False,False,0.0005980579999999014
1/4/2015,1,1,0.8,26.16,7080,63,0.0,0,0,59.0,0.800318644,True,False,False,False,False,False,False,True,False,False,False,0.00031864399999992354
1/4/2015,1,2,0.8,28.08,6660,50,0.0,0,0,55.5,0.800237838,True,False,False,False,False,False,False,True,False,False,False,0.00023783799999999022
1/4/2015,1,12,0.8,11.61,6975,50,0.0,0,0,31.0,0.800030199,True,False,False,False,False,False,False,True,False,False,False,3.0199000000008525e-05
1/4/2015,0,2,0.8,3.94,960,0,0.0,0,0,8.0,0.792104167,True,False,False,False,False,False,False,True,False,False,False,-0.007895833000000074
1/4/2015,0,10,0.7,3.94,4320,0,0.0,0,0,18.0,0.759228395,True,False,False,False,False,False,False,True,False,False,False,0.05922839499999999
1/4/2015,1,11,0.75,19.31,6480,45,0.0,0,0,54.0,0.750348457,True,False,False,False,False,False,False,True,False,False,False,0.0003484569999999687
1/4/2015,1,3,0.75,19.87,6600,45,0.0,0,0,55.0,0.75024303,True,False,False,False,False,False,False,True,False,False,False,0.00024303000000003294
1/4/2015,1,10,0.7,28.08,6900,40,0.0,0,0,57.5,0.699965217,True,False,False,False,False,False,False,True,False,False,False,-3.478299999992718e-05
1/4/2015,0,8,0.8,2.9,960,0,0.0,0,0,8.0,0.682708333,True,False,False,False,False,False,False,True,False,False,False,-0.11729166700000004
1/4/2015,0,7,0.8,2.9,960,0,0.0,0,0,8.0,0.667604167,True,False,False,False,False,False,False,True,False,False,False,-0.13239583300000002
1/4/2015,1,5,0.7,45.67,6960,26,0.0,0,0,58.0,0.603432184,True,False,False,False,False,False,False,True,False,False,False,-0.09656781599999997
1/4/2015,0,11,0.75,4.15,960,0,0.0,0,0,8.0,0.345833333,True,False,False,False,False,False,False,True,False,False,False,-0.404166667
1/5/2015,0,1,0.8,3.94,1920,0,0.0,0,0,8.0,0.961059028,True,False,False,False,False,True,False,False,False,False,False,0.16105902799999994
1/5/2015,0,11,0.8,3.94,2400,0,0.0,0,0,10.0,0.939513889,True,False,False,False,False,True,False,False,False,False,False,0.13951388899999995
1/5/2015,0,4,0.8,3.94,3840,0,0.0,0,0,16.0,0.893663194,True,False,False,False,False,True,False,False,False,False,False,0.093663194
1/5/2015,0,3,0.75,4.15,1920,0,0.0,0,0,8.0,0.875390625,True,False,False,False,False,True,False,False,False,False,False,0.12539062499999998
1/5/2015,1,9,0.8,26.16,7080,75,0.0,0,0,59.0,0.850569492,True,False,False,False,False,True,False,False,False,False,False,0.05056949199999994
1/5/2015,0,9,0.8,2.9,1920,0,0.0,0,0,8.0,0.820833333,True,False,False,False,False,True,False,False,False,False,False,0.02083333300000001
1/5/2015,0,2,0.8,3.94,960,0,0.0,0,0,8.0,0.804416667,True,False,False,False,False,True,False,False,False,False,False,0.004416666999999985
1/5/2015,1,7,0.8,25.9,6780,50,0.0,0,0,56.5,0.800684366,True,False,False,False,False,True,False,False,False,False,False,0.0006843659999999918
1/5/2015,1,8,0.8,25.9,6780,38,0.0,0,0,56.5,0.800684366,True,False,False,False,False,True,False,False,False,False,False,0.0006843659999999918
1/5/2015,1,1,0.8,26.16,7080,63,0.0,0,0,59.0,0.800318644,True,False,False,False,False,True,False,False,False,False,False,0.00031864399999992354
1/5/2015,1,11,0.8,19.31,4800,50,0.0,0,0,55.0,0.800250962,True,False,False,False,False,True,False,False,False,False,False,0.0002509619999999657
1/5/2015,1,6,0.8,11.61,7200,50,0.0,0,0,32.0,0.800246011,True,False,False,False,False,True,False,False,False,False,False,0.00024601099999999043
1/5/2015,1,12,0.8,11.61,7200,50,0.0,0,0,32.0,0.800246011,True,False,False,False,False,True,False,False,False,False,False,0.00024601099999999043
1/5/2015,1,2,0.8,28.08,6900,50,0.0,0,0,57.5,0.800076522,True,False,False,False,False,True,False,False,False,False,False,7.652199999996778e-05
1/5/2015,1,4,0.8,28.08,6900,50,0.0,0,0,57.5,0.800076522,True,False,False,False,False,True,False,False,False,False,False,7.652199999996778e-05
1/5/2015,0,10,0.75,2.9,960,0,0.0,0,0,8.0,0.763375,True,False,False,False,False,True,False,False,False,False,False,0.013375000000000026
1/5/2015,0,5,0.6,2.9,960,0,0.0,0,0,8.0,0.759270833,True,False,False,False,False,True,False,False,False,False,False,0.159270833
1/5/2015,1,10,0.75,28.08,7020,45,0.0,0,0,58.5,0.7504,True,False,False,False,False,True,False,False,False,False,False,0.00039999999999995595
1/5/2015,1,3,0.75,19.87,6600,45,0.0,0,0,55.0,0.75024303,True,False,False,False,False,True,False,False,False,False,False,0.00024303000000003294
1/5/2015,0,7,0.8,3.94,960,0,0.0,0,0,8.0,0.676666667,True,False,False,False,False,True,False,False,False,False,False,-0.12333333300000004
1/5/2015,0,8,0.8,2.9,960,0,0.0,0,0,8.0,0.664583333,True,False,False,False,False,True,False,False,False,False,False,-0.135416667
1/5/2015,1,5,0.6,21.98,6960,23,0.0,0,0,58.0,0.600028736,True,False,False,False,False,True,False,False,False,False,False,2.873599999997367e-05
1/6/2015,0,4,0.8,3.94,4440,0,0.0,0,0,18.0,0.966781346,True,False,False,False,False,False,False,False,False,True,False,0.16678134599999994
1/6/2015,0,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.936496212,True,False,False,False,False,False,False,False,False,True,False,0.13649621199999995
1/6/2015,0,3,0.75,4.15,1800,0,0.0,0,0,10.0,0.899166667,True,False,False,False,False,False,False,False,False,True,False,0.14916666700000003
1/6/2015,0,11,0.8,4.15,2700,0,0.0,0,0,15.0,0.888686869,True,False,False,False,False,False,False,False,False,True,False,0.088686869
1/6/2015,0,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.858143939,True,False,False,False,False,False,False,False,False,True,False,0.05814393899999992
1/6/2015,1,1,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311,True,False,False,False,False,False,False,False,False,True,False,0.05050231099999991
1/6/2015,1,9,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311,True,False,False,False,False,False,False,False,False,True,False,0.05050231099999991
1/6/2015,0,10,0.75,3.94,1440,0,0.0,0,0,8.0,0.809640152,True,False,False,False,False,False,False,False,False,True,False,0.059640151999999946
1/6/2015,0,2,0.8,3.94,1440,0,0.0,0,0,8.0,0.805909091,True,False,False,False,False,False,False,False,False,True,False,0.005909090999999922
1/6/2015,1,2,0.8,28.08,10350,50,0.0,0,0,57.5,0.800594466,True,False,False,False,False,False,False,False,False,True,False,0.0005944659999999047
1/6/2015,1,4,0.8,28.08,10350,50,0.0,0,0,57.5,0.800594466,True,False,False,False,False,False,False,False,False,True,False,0.0005944659999999047
1/6/2015,1,3,0.8,19.87,9900,50,0.0,0,0,55.0,0.800273829,True,False,False,False,False,False,False,False,False,True,False,0.0002738289999999477
1/6/2015,1,12,0.8,11.61,5310,50,0.0,0,0,31.5,0.800140969,True,False,False,False,False,False,False,False,False,True,False,0.00014096899999993528
1/6/2015,1,7,0.8,25.9,10170,38,0.0,0,0,56.5,0.800128721,True,False,False,False,False,False,False,False,False,True,False,0.0001287209999999428
1/6/2015,1,8,0.8,25.9,10170,38,0.0,0,0,56.5,0.800128721,True,False,False,False,False,False,False,False,False,True,False,0.0001287209999999428
1/6/2015,1,6,0.8,11.61,4470,38,0.0,0,0,31.5,0.80007657,True,False,False,False,False,False,False,False,False,True,False,7.656999999994252e-05
1/6/2015,1,10,0.75,28.08,10530,45,0.0,0,0,58.5,0.750545455,True,False,False,False,False,False,False,False,False,True,False,0.000545455000000028
1/6/2015,1,11,0.75,19.31,9900,45,0.0,0,0,55.0,0.750057851,True,False,False,False,False,False,False,False,False,True,False,5.7850999999997654e-05
1/6/2015,0,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.681060606,True,False,False,False,False,False,False,False,False,True,False,-0.11893939400000009
1/6/2015,1,5,0.65,21.98,10440,35,0.0,0,0,58.0,0.649983281,True,False,False,False,False,False,False,False,False,True,False,-1.6718999999998374e-05
1/6/2015,0,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.61625,True,False,False,False,False,False,False,False,False,True,False,-0.18375000000000008
1/7/2015,0,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.951420455,True,False,False,False,False,False,False,False,False,False,True,0.151420455
1/7/2015,0,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.880530303,True,False,False,False,False,False,False,False,False,False,True,0.08053030299999997
1/7/2015,1,1,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311,True,False,False,False,False,False,False,False,False,False,True,0.05050231099999991
1/7/2015,1,9,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311,True,False,False,False,False,False,False,False,False,False,True,0.05050231099999991
1/7/2015,1,8,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766,True,False,False,False,False,False,False,False,False,False,True,0.050136765999999944
1/7/2015,0,3,0.75,4.15,2700,0,0.0,0,0,15.0,0.83,True,False,False,False,False,False,False,False,False,False,True,0.07999999999999996
1/7/2015,0,4,0.8,3.94,4440,0,0.0,0,0,18.0,0.827186544,True,False,False,False,False,False,False,False,False,False,True,0.02718654399999998
1/7/2015,0,2,0.8,3.94,1440,0,0.0,0,0,8.0,0.813371212,True,False,False,False,False,False,False,False,False,False,True,0.01337121199999991
1/7/2015,0,10,0.75,3.94,1440,0,0.0,0,0,8.0,0.805909091,True,False,False,False,False,False,False,False,False,False,True,0.055909090999999966
1/7/2015,0,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.804640152,True,False,False,False,False,False,False,False,False,False,True,0.0046401520000000085
1/7/2015,1,2,0.8,28.08,10350,63,0.0,0,0,57.5,0.800594466,True,False,False,False,False,False,False,False,False,False,True,0.0005944659999999047
1/7/2015,1,4,0.8,28.08,10350,50,0.0,0,0,57.5,0.800594466,True,False,False,False,False,False,False,False,False,False,True,0.0005944659999999047
1/7/2015,1,6,0.8,11.41,5490,50,0.0,0,0,30.5,0.800343766,True,False,False,False,False,False,False,False,False,False,True,0.0003437659999999676
1/7/2015,1,3,0.8,19.87,9900,50,0.0,0,0,55.0,0.800273829,True,False,False,False,False,False,False,False,False,False,True,0.0002738289999999477
1/7/2015,1,12,0.8,11.61,5670,50,0.0,0,0,31.5,0.800246753,True,False,False,False,False,False,False,False,False,False,True,0.00024675299999998845
1/7/2015,1,7,0.8,25.9,10170,50,0.0,0,0,56.5,0.800128721,True,False,False,False,False,False,False,False,False,False,True,0.0001287209999999428
1/7/2015,1,10,0.75,28.08,10530,69,0.0,0,0,58.5,0.8,True,False,False,False,False,False,False,False,False,False,True,0.050000000000000044
1/7/2015,1,5,0.7,21.98,9720,40,0.0,0,0,58.0,0.700480831,True,False,False,False,False,False,False,False,False,False,True,0.0004808310000000704
1/7/2015,0,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.681060606,True,False,False,False,False,False,False,False,False,False,True,-0.11893939400000009
1/7/2015,0,6,0.8,2.9,1800,0,0.0,0,0,10.0,0.666515152,True,False,False,False,False,False,False,False,False,False,True,-0.13348484800000004
1/7/2015,1,11,0.8,31.83,9900,40,0.0,0,0,55.0,0.412119835,True,False,False,False,False,False,False,False,False,False,True,-0.38788016500000005
1/7/2015,0,5,0.7,4.15,1440,0,0.0,0,0,8.0,0.330113636,True,False,False,False,False,False,False,False,False,False,True,-0.36988636399999997
1/8/2015,0,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.947689394,False,True,False,False,False,False,False,False,True,False,False,0.14768939399999992
1/8/2015,0,4,0.8,3.94,12600,0,0.0,0,0,20.0,0.919905405,False,True,False,False,False,False,False,False,True,False,False,0.11990540499999991
1/8/2015,1,9,0.8,26.16,10620,88,0.0,0,0,59.0,0.900215716,False,True,False,False,False,False,False,False,True,False,False,0.10021571600000001
1/8/2015,0,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.891723485,False,True,False,False,False,False,False,False,True,False,False,0.09172348499999994
1/8/2015,1,1,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311,False,True,False,False,False,False,False,False,True,False,False,0.05050231099999991
1/8/2015,1,4,0.8,28.08,10530,75,0.0,0,0,58.5,0.850181818,False,True,False,False,False,False,False,False,True,False,False,0.05018181799999999
1/8/2015,1,7,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766,False,True,False,False,False,False,False,False,True,False,False,0.050136765999999944
1/8/2015,1,8,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766,False,True,False,False,False,False,False,False,True,False,False,0.050136765999999944
1/8/2015,0,2,0.8,3.94,1440,0,0.0,0,0,8.0,0.835757576,False,True,False,False,False,False,False,False,True,False,False,0.03575757599999996
1/8/2015,0,5,0.7,4.15,3840,0,0.0,0,0,8.0,0.821354167,False,True,False,False,False,False,False,False,True,False,False,0.12135416700000001
1/8/2015,1,2,0.8,28.08,10050,63,0.0,0,0,58.5,0.800497246,False,True,False,False,False,False,False,False,True,False,False,0.0004972460000000067
1/8/2015,1,3,0.8,19.87,9900,50,0.0,0,0,55.0,0.800273829,False,True,False,False,False,False,False,False,True,False,False,0.0002738289999999477
1/8/2015,1,12,0.8,11.61,15120,63,0.0,0,0,31.5,0.800107143,False,True,False,False,False,False,False,False,True,False,False,0.00010714299999992072
1/8/2015,1,6,0.8,11.41,14640,50,0.0,0,0,30.5,0.800024932,False,True,False,False,False,False,False,False,True,False,False,2.4931999999977528e-05
1/8/2015,1,10,0.75,28.08,10530,69,0.0,0,0,58.5,0.8,False,True,False,False,False,False,False,False,True,False,False,0.050000000000000044
1/8/2015,0,10,0.75,3.94,1440,0,0.0,0,0,8.0,0.779791667,False,True,False,False,False,False,False,False,True,False,False,0.02979166700000002
1/8/2015,0,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.735984848,False,True,False,False,False,False,False,False,True,False,False,-0.06401515200000008
1/8/2015,0,3,0.75,4.15,2160,0,0.0,0,0,12.0,0.712626263,False,True,False,False,False,False,False,False,True,False,False,-0.03737373700000002
1/8/2015,0,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.681060606,False,True,False,False,False,False,False,False,True,False,False,-0.11893939400000009
1/8/2015,0,11,0.8,4.15,900,0,0.0,0,0,5.0,0.515606061,False,True,False,False,False,False,False,False,True,False,False,-0.2843939390000001
1/8/2015,1,11,0.35,12.52,25920,38,0.0,0,0,54.0,0.349951389,False,True,False,False,False,False,False,False,True,False,False,-4.86109999999762e-05
1/8/2015,1,5,0.7,42.41,10260,0,0.0,0,0,57.0,0.233705476,False,True,False,False,False,False,False,False,True,False,False,-0.46629452399999993
1/10/2015,0,1,0.8,3.94,2160,0,0.0,0,0,8.0,0.985,False,True,False,False,False,False,True,False,False,False,False,0.18499999999999994
1/10/2015,0,3,0.75,4.15,2760,0,0.0,0,0,12.0,0.930340376,False,True,False,False,False,False,True,False,False,False,False,0.18034037599999997
1/10/2015,0,4,0.8,3.94,6000,0,0.0,0,0,20.0,0.911589744,False,True,False,False,False,False,True,False,False,False,False,0.11158974399999999
1/10/2015,0,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.858143939,False,True,False,False,False,False,True,False,False,False,False,0.05814393899999992
1/10/2015,1,9,0.8,26.16,10620,75,0.0,0,0,59.0,0.851174114,False,True,False,False,False,False,True,False,False,False,False,0.05117411399999994
1/10/2015,1,7,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766,False,True,False,False,False,False,True,False,False,False,False,0.050136765999999944
1/10/2015,1,8,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766,False,True,False,False,False,False,True,False,False,False,False,0.050136765999999944
1/10/2015,0,10,0.8,3.94,1440,0,0.0,0,0,8.0,0.846950758,False,True,False,False,False,False,True,False,False,False,False,0.046950757999999926
1/10/2015,0,11,0.8,4.15,1440,0,0.0,0,0,8.0,0.817424242,False,True,False,False,False,False,True,False,False,False,False,0.017424241999999923
1/10/2015,0,2,0.8,3.94,1440,0,0.0,0,0,8.0,0.817102273,False,True,False,False,False,False,True,False,False,False,False,0.017102273
1/10/2015,1,4,0.8,28.08,10440,63,0.0,0,0,58.0,0.801028213,False,True,False,False,False,False,True,False,False,False,False,0.001028213
1/10/2015,1,2,0.8,28.08,10350,63,0.0,0,0,57.5,0.800594466,False,True,False,False,False,False,True,False,False,False,False,0.0005944659999999047
1/10/2015,1,12,0.8,11.61,4710,50,0.0,0,0,31.5,0.800346445,False,True,False,False,False,False,True,False,False,False,False,0.0003464449999999175
1/10/2015,1,6,0.8,11.41,5490,50,0.0,0,0,30.5,0.800343766,False,True,False,False,False,False,True,False,False,False,False,0.0003437659999999676
1/10/2015,1,1,0.8,26.16,10620,63,0.0,0,0,59.0,0.800117103,False,True,False,False,False,False,True,False,False,False,False,0.00011710300000000728
1/10/2015,1,10,0.8,28.08,10530,63,0.0,0,0,58.5,0.8,False,True,False,False,False,False,True,False,False,False,False,0.0
1/10/2015,1,3,0.75,19.87,7080,45,0.0,0,0,56.0,0.750098351,False,True,False,False,False,False,True,False,False,False,False,9.835099999999652e-05
1/10/2015,1,11,0.5,12.52,9540,38,0.0,0,0,53.0,0.673245283,False,True,False,False,False,False,True,False,False,False,False,0.17324528299999997
1/10/2015,0,7,0.8,2.9,1440,0,0.0,0,0,8.0,0.670075758,False,True,False,False,False,False,True,False,False,False,False,-0.12992424200000008
1/10/2015,0,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.628882576,False,True,False,False,False,False,True,False,False,False,False,-0.17111742400000007
1/10/2015,1,5,0.5,20.79,7680,0,0.0,0,0,56.0,0.388007813,False,True,False,False,False,False,True,False,False,False,False,-0.11199218700000002
1/10/2015,0,5,0.5,4.15,1440,0,0.0,0,0,8.0,0.337973485,False,True,False,False,False,False,True,False,False,False,False,-0.16202651499999998
1/11/2015,0,3,0.75,4.15,1440,0,0.0,0,0,8.0,0.93532197,False,True,False,False,False,False,False,True,False,False,False,0.18532196999999995
1/11/2015,0,4,0.8,3.94,3600,0,0.0,0,0,20.0,0.925643939,False,True,False,False,False,False,False,True,False,False,False,0.12564393899999993
1/11/2015,1,9,0.8,26.16,10620,88,0.0,0,0,59.0,0.900215716,False,True,False,False,False,False,False,True,False,False,False,0.10021571600000001
1/11/2015,0,1,0.8,3.94,1440,0,0.0,0,0,8.0,0.873068182,False,True,False,False,False,False,False,True,False,False,False,0.07306818199999998
1/11/2015,0,9,0.8,3.94,1440,0,0.0,0,0,8.0,0.858143939,False,True,False,False,False,False,False,True,False,False,False,0.05814393899999992
1/11/2015,1,1,0.8,26.16,10620,75,0.0,0,0,59.0,0.850502311,False,True,False,False,False,False,False,True,False,False,False,0.05050231099999991
1/11/2015,1,7,0.8,25.9,10170,45,0.0,0,0,56.5,0.850136766,False,True,False,False,False,False,False,True,False,False,False,0.050136765999999944
1/11/2015,1,8,0.8,25.9,10170,60,0.0,0,0,56.5,0.850136766,False,True,False,False,False,False,False,True,False,False,False,0.050136765999999944
1/11/2015,0,10,0.8,3.94,1440,0,0.0,0,0,8.0,0.828295455,False,True,False,False,False,False,False,True,False,False,False,0.02829545499999997
1/11/2015,0,2,0.8,3.94,1440,0,0.0,0,0,8.0,0.820833333,False,True,False,False,False,False,False,True,False,False,False,0.02083333300000001
1/11/2015,1,6,0.8,11.41,5490,50,0.0,0,0,30.5,0.800343766,False,True,False,False,False,False,False,True,False,False,False,0.0003437659999999676
1/11/2015,1,12,0.8,11.61,5670,50,0.0,0,0,31.5,0.800246753,False,True,False,False,False,False,False,True,False,False,False,0.00024675299999998845
1/11/2015,1,2,0.8,28.08,10530,63,0.0,0,0,58.5,0.8,False,True,False,False,False,False,False,True,False,False,False,0.0
1/11/2015,1,10,0.8,28.08,10530,38,0.0,0,0,58.5,0.8,False,True,False,False,False,False,False,True,False,False,False,0.0
1/11/2015,1,3,0.8,19.87,6420,0,0.0,0,0,55.0,0.690182815,False,True,False,False,False,False,False,True,False,False,False,-0.10981718500000004
1/11/2015,0,11,0.8,4.15,1440,0,0.0,0,0,8.0,0.668087121,False,True,False,False,False,False,False,True,False,False,False,-0.13191287900000004
1/11/2015,0,8,0.8,2.9,1440,0,0.0,0,0,8.0,0.653598485,False,True,False,False,False,False,False,True,False,False,False,-0.1464015150000001
